Round,expt_n,environment_info,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd,model_file,RF_time,A2C_time,DQN_time,PPO_time
2,7,PHM C04 SS LBD,0.7051,0.9950,0.8248,0.7484,0.0412,0.0158,0.0308,0.0379,0.5160,0.3850,0.4381,0.4806,0.0853,0.1029,0.0953,0.0890,0.4947,0.9700,0.6552,0.5484,0.0110,0.0422,0.0188,0.0133,0.2617,0.0400,0.0666,0.1134,0.3145,0.0394,0.0642,0.1070,models/2_7_PHM_C04_SS_LowNBD__RF_Model_28-Jun-2023_13-56.mdl,156.3306,16.0058,1.0532,13.9983
2,8,PHM C04 SS HBD,0.6490,0.9850,0.7821,0.6964,0.0272,0.0242,0.0207,0.0249,0.5726,0.1300,0.2042,0.3196,0.3014,0.0888,0.1258,0.1717,0.5008,0.9550,0.6568,0.5533,0.0252,0.0762,0.0390,0.0294,0.3847,0.1400,0.1983,0.2712,0.1989,0.1049,0.1332,0.1605,models/2_8_PHM_C04_SS_HighNBD__RF_Model_28-Jun-2023_14-00.mdl,141.4113,26.8038,1.5020,13.9868
2,9,PHM C06 SS NBD,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5473,0.6900,0.6094,0.5704,0.0807,0.0994,0.0852,0.0818,0.3500,0.0200,0.0377,0.0804,0.4743,0.0258,0.0486,0.1041,0.3758,0.1200,0.1774,0.2544,0.1805,0.0587,0.0831,0.1159,models/2_9_PHM_C06_SS_NoNBD__RF_Model_28-Jun-2023_14-03.mdl,154.9382,18.2748,1.4670,17.8633
2,10,PHM C06 SS LBD,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5311,0.6000,0.5597,0.5414,0.0975,0.1563,0.1148,0.1019,0.0250,0.0100,0.0143,0.0192,0.0527,0.0211,0.0301,0.0405,0.2924,0.0800,0.1245,0.1884,0.1928,0.0587,0.0888,0.1295,models/2_10_PHM_C06_SS_LowNBD__RF_Model_28-Jun-2023_14-06.mdl,137.7983,24.6963,1.4826,16.0419
2,11,PHM C06 SS HBD,0.6572,0.5400,0.5881,0.6262,0.0685,0.1243,0.0920,0.0737,0.4853,0.4850,0.4832,0.4840,0.0992,0.1248,0.1082,0.1017,0.3333,0.0250,0.0459,0.0930,0.4714,0.0354,0.0647,0.1301,0.3883,0.0850,0.1366,0.2186,0.2031,0.0474,0.0735,0.1128,models/2_11_PHM_C06_SS_HighNBD__RF_Model_28-Jun-2023_14-09.mdl,136.2118,16.9217,1.4332,16.5447
2,12,PHM C01 MS NBD,0.4889,0.4300,0.4558,0.4746,0.1358,0.1183,0.1210,0.1278,0.4978,0.8150,0.6172,0.5394,0.0400,0.0747,0.0460,0.0415,0.8000,0.0850,0.1494,0.2783,0.2699,0.0530,0.0858,0.1328,0.5252,0.2400,0.3258,0.4196,0.2282,0.0994,0.1319,0.1730,models/2_12_PHM_C04_MS_NoNBD__RF_Model_28-Jun-2023_14-12.mdl,198.4175,17.5702,1.7294,13.2765
2,13,PHM C04 MS NBD,0.6083,0.1100,0.1838,0.3113,0.3707,0.0775,0.1231,0.1955,0.5037,0.6850,0.5788,0.5310,0.0579,0.0669,0.0531,0.0552,0.7223,0.9200,0.8089,0.7545,0.0344,0.0422,0.0342,0.0338,0.3814,0.1150,0.1683,0.2413,0.2973,0.1001,0.1331,0.1715,models/2_13_PHM_C04_MS_NoNBD__RF_Model_28-Jun-2023_14-16.mdl,203.1189,14.5706,1.8801,17.6783
2,14,PHM C06 MS NBD,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5026,0.9850,0.6655,0.5571,0.0101,0.0242,0.0135,0.0112,0.4884,0.3100,0.3769,0.4357,0.1182,0.0699,0.0808,0.0970,models/2_14_PHM_C04_MS_NoNBD__RF_Model_28-Jun-2023_14-20.mdl,192.0801,15.9409,1.6300,13.3535
3,0,Simulated NBD,0.5000,1.0000,0.6667,0.5556,0.0000,0.0000,0.0000,0.0000,0.1000,0.0050,0.0095,0.0208,0.3162,0.0158,0.0301,0.0659,0.3833,0.0350,0.0626,0.1208,0.4585,0.0412,0.0725,0.1375,0.5724,0.5700,0.5654,0.5679,0.0719,0.1274,0.0894,0.0739,models/3_0_Dasic_NoNBD__RF_Model_28-Jun-2023_14-23.mdl,59.6855,16.9817,1.0145,11.5763
3,1,Simulated LBD,0.9889,0.8550,0.9165,0.9584,0.0235,0.0438,0.0281,0.0218,0.5694,0.5750,0.5709,0.5696,0.0669,0.0635,0.0597,0.0626,0.1500,0.0100,0.0186,0.0387,0.3375,0.0211,0.0393,0.0819,0.4285,0.2150,0.2834,0.3536,0.1243,0.0914,0.1069,0.1169,models/3_1_Dasic_LowNBD__RF_Model_28-Jun-2023_14-25.mdl,59.8794,20.8323,1.1649,13.2364
3,2,Simulated HBD,0.9938,0.7900,0.8787,0.9437,0.0198,0.0699,0.0473,0.0278,0.5719,0.8200,0.6720,0.6079,0.0511,0.1111,0.0655,0.0546,0.4000,0.0350,0.0633,0.1243,0.5164,0.0530,0.0938,0.1763,0.6157,0.5300,0.5666,0.5943,0.0827,0.0919,0.0772,0.0774,models/3_2_Dasic_HighNBD__RF_Model_28-Jun-2023_14-26.mdl,52.8732,26.2152,1.5749,16.4561
3,3,PHM C01 SS NBD,0.8515,0.9900,0.9150,0.8757,0.0391,0.0211,0.0227,0.0326,0.5567,0.5200,0.5348,0.5469,0.0885,0.1295,0.1081,0.0958,0.4947,0.9500,0.6505,0.5471,0.0126,0.0408,0.0189,0.0143,0.5557,0.3200,0.4023,0.4802,0.0887,0.0632,0.0605,0.0669,models/3_3_PHM_C01_SS_NoNBD__RF_Model_28-Jun-2023_14-28.mdl,206.0973,18.4686,1.0642,12.2979
3,4,PHM C01 SS LBD,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5117,0.5250,0.5152,0.5124,0.0502,0.0858,0.0574,0.0493,0.4987,0.9850,0.6621,0.5533,0.0073,0.0242,0.0109,0.0083,0.2200,0.0250,0.0433,0.0790,0.3425,0.0354,0.0604,0.1084,models/3_4_PHM_C01_SS_LowNBD__RF_Model_28-Jun-2023_14-32.mdl,108.8969,13.1939,0.9907,11.4556
3,5,PHM C01 SS HBD,0.6918,0.4200,0.5183,0.6082,0.1262,0.0949,0.0906,0.1013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0150,0.0281,0.0595,0.4249,0.0242,0.0453,0.0962,0.5231,0.6200,0.5663,0.5393,0.0580,0.0949,0.0683,0.0606,models/3_5_PHM_C01_SS_HighNBD__RF_Model_28-Jun-2023_14-34.mdl,97.1933,12.9347,0.9916,11.6704
3,6,PHM C04 SS NBD,0.5772,1.0000,0.7317,0.6304,0.0230,0.0000,0.0183,0.0219,0.4749,0.5900,0.5257,0.4939,0.0494,0.0810,0.0603,0.0528,0.4987,0.9800,0.6609,0.5529,0.0114,0.0350,0.0173,0.0131,0.3743,0.1100,0.1658,0.2440,0.2198,0.0810,0.1111,0.1489,models/3_6_PHM_C04_SS_NoNBD__RF_Model_28-Jun-2023_14-36.mdl,157.5210,13.0998,1.0203,11.6231
3,7,PHM C04 SS LBD,0.7495,0.9800,0.8488,0.7862,0.0318,0.0258,0.0198,0.0272,0.4729,0.4550,0.4593,0.4660,0.0735,0.1212,0.0933,0.0786,0.5147,0.9900,0.6771,0.5693,0.0148,0.0211,0.0139,0.0146,0.5392,0.2900,0.3686,0.4509,0.1417,0.1370,0.1297,0.1286,models/3_7_PHM_C04_SS_LowNBD__RF_Model_28-Jun-2023_14-39.mdl,145.7780,25.9619,1.6532,19.5671
3,8,PHM C04 SS HBD,0.6790,0.7500,0.7105,0.6908,0.0718,0.0850,0.0657,0.0666,0.5181,0.6100,0.5568,0.5323,0.0479,0.1287,0.0721,0.0538,0.4000,0.0300,0.0554,0.1131,0.4595,0.0350,0.0641,0.1292,0.5095,0.3250,0.3907,0.4515,0.0973,0.0920,0.0871,0.0886,models/3_8_PHM_C04_SS_HighNBD__RF_Model_28-Jun-2023_14-43.mdl,150.9343,17.0276,1.1659,14.7858
3,9,PHM C06 SS NBD,0.5000,1.0000,0.6667,0.5556,0.0000,0.0000,0.0000,0.0000,0.4603,0.4750,0.4651,0.4615,0.0615,0.1061,0.0833,0.0697,0.5013,0.9800,0.6633,0.5556,0.0114,0.0258,0.0142,0.0122,0.4786,0.5550,0.5084,0.4887,0.0999,0.1092,0.0792,0.0857,models/3_9_PHM_C06_SS_NoNBD__RF_Model_28-Jun-2023_14-46.mdl,205.6545,15.2136,1.0469,12.9264
3,10,PHM C06 SS LBD,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4974,0.9650,0.6564,0.5508,0.0120,0.0337,0.0166,0.0133,0.1119,0.0350,0.0528,0.0767,0.1463,0.0474,0.0708,0.1014,models/3_10_PHM_C06_SS_LowNBD__RF_Model_28-Jun-2023_14-50.mdl,118.7983,16.6143,1.6248,16.6072
3,11,PHM C06 SS HBD,0.9261,0.6800,0.7823,0.8619,0.0472,0.0715,0.0560,0.0458,0.5254,0.7000,0.5985,0.5521,0.0556,0.1027,0.0659,0.0577,0.4974,0.9750,0.6587,0.5514,0.0135,0.0354,0.0187,0.0151,0.4476,0.1250,0.1919,0.2872,0.1406,0.0425,0.0592,0.0805,models/3_11_PHM_C06_SS_HighNBD__RF_Model_28-Jun-2023_14-52.mdl,128.2549,21.0894,1.0444,12.3464
3,12,PHM C01 MS NBD,0.9278,0.9550,0.9408,0.9329,0.0332,0.0369,0.0292,0.0303,0.5121,0.1050,0.1682,0.2710,0.3584,0.0864,0.1318,0.1990,0.3000,0.0150,0.0286,0.0625,0.4830,0.0242,0.0460,0.1006,0.5036,0.4000,0.4420,0.4755,0.0836,0.1106,0.0943,0.0842,models/3_12_PHM_C04_MS_NoNBD__RF_Model_28-Jun-2023_14-55.mdl,176.5295,22.6659,1.6661,13.8883
3,13,PHM C04 MS NBD,0.8817,0.1200,0.2060,0.3673,0.1611,0.0483,0.0737,0.1024,0.4914,0.5350,0.5102,0.4983,0.1143,0.1226,0.1126,0.1126,0.4500,0.0350,0.0645,0.1310,0.4972,0.0412,0.0752,0.1499,0.4948,0.6800,0.5707,0.5223,0.0363,0.1160,0.0611,0.0434,models/3_13_PHM_C04_MS_NoNBD__RF_Model_28-Jun-2023_14-59.mdl,166.0226,25.1592,2.4489,15.2450
